0,13,14,6
1,3,7,9
2,10,11,18
3,18,4,12
4,11,3,2
5,4,18,11
6,5,13,0
7,7,0,15
8,17,17,14
9,19,10,3
10,0,9,16
11,2,2,5
12,12,19,4
13,14,6,19
14,15,1,8
15,8,16,17
16,1,15,7
17,9,8,1
18,16,12,10
19,6,5,13
